15, 1485, 202
20, 1485, 197
25, 1476, 197
30, 1476, 197
35, 1476, 200
40, 1476, 200
45, 1476, 200
50, 1476, 200
55, 1476, 200
60, 1466, 200
65, 1466, 200
70, 1466, 200
75, 1476, 200
80, 1466, 200
85, 1466, 200
90, 1466, 200
95, 1466, 200
100, 1466, 200
105, 1466, 200
110, 1466, 200
115, 1466, 200
120, 1466, 200
125, 1456, 200
130, 1456, 200
135, 1466, 200
140, 1466, 200
145, 1456, 200
150, 1456, 197
155, 1456, 200
160, 1466, 200
165, 1456, 200
170, 1456, 197
175, 1456, 200
180, 1456, 197
185, 1456, 200
190, 1456, 200
195, 1456, 200
200, 1456, 197
205, 1456, 197
210, 1456, 197
215, 1456, 200
220, 1456, 200
225, 1456, 200
230, 1456, 197
235, 1446, 197
240, 1446, 197
245, 1446, 200
250, 1446, 200
255, 1446, 200
260, 1446, 197
265, 1446, 197
270, 1446, 197
275, 1446, 200
280, 1446, 200
285, 1446, 200
290, 1446, 197
295, 1436, 200
300, 1436, 200
305, 1436, 200
310, 1436, 200
315, 1446, 200
320, 1436, 200
325, 1436, 200
330, 1436, 200
335, 1436, 200
340, 1436, 200
345, 1436, 200
350, 1436, 200
355, 1436, 200
360, 1436, 200
365, 1436, 200
370, 1436, 200
375, 1436, 200
380, 1436, 200
385, 1436, 200
390, 1427, 200
395, 1427, 200
400, 1436, 200
405, 1436, 200
410, 1436, 200
415, 1427, 200
420, 1427, 197
425, 1427, 200
430, 1436, 200
435, 1427, 200
440, 1427, 197
445, 1427, 197
450, 1427, 200
455, 1427, 200
460, 1427, 197
465, 1427, 200
470, 1427, 197
475, 1427, 197
480, 1427, 200
485, 1427, 200
490, 1427, 200
495, 1427, 200
500, 1427, 197
505, 1427, 197
510, 1427, 197
515, 1417, 200
520, 1427, 200
525, 1427, 200
530, 1427, 197
535, 1417, 200
540, 1417, 200
545, 1417, 200
550, 1417, 200
555, 1417, 200
560, 1417, 200
565, 1417, 200
570, 1417, 200
575, 1417, 200
580, 1417, 200
585, 1417, 200
590, 1417, 200
595, 1407, 200
600, 1417, 200
605, 1417, 200
610, 1417, 200
615, 1417, 200
620, 1417, 200
625, 1407, 200
630, 1407, 200
635, 1407, 200
640, 1417, 200
645, 1417, 200
650, 1417, 200
655, 1407, 200
660, 1407, 200
665, 1407, 200
670, 1417, 200
675, 1417, 200
680, 1407, 197
685, 1407, 197
690, 1407, 200
695, 1407, 200
700, 1407, 197
705, 1407, 200
710, 1407, 197
715, 1407, 200
720, 1407, 200
725, 1407, 200
730, 1407, 200
735, 1407, 200
740, 1407, 197
745, 1407, 197
750, 1407, 200
755, 1407, 200
760, 1407, 200
765, 1407, 200
770, 1407, 197
775, 1397, 200
780, 1407, 200
785, 1397, 200
790, 1407, 200
795, 1407, 200
800, 1397, 200
805, 1397, 200
810, 1397, 200
815, 1397, 200
820, 1397, 200
825, 1397, 200
830, 1397, 200
835, 1397, 200
840, 1397, 200
845, 1397, 200
850, 1397, 200
855, 1397, 200
860, 1397, 200
865, 1397, 200
870, 1397, 200
875, 1397, 200
880, 1397, 200
885, 1397, 200
890, 1397, 200
895, 1397, 200
900, 1388, 200
905, 1388, 200
910, 1397, 200
915, 1397, 200
920, 1397, 200
925, 1388, 200
930, 1388, 200
935, 1397, 200
940, 1397, 200
945, 1397, 200
950, 1397, 200
955, 1388, 197
960, 1397, 200
965, 1397, 200
970, 1397, 200
975, 1397, 200
980, 1397, 197
985, 1388, 197
990, 1388, 200
995, 1388, 200
1000, 1397, 197
1005, 1388, 200
1010, 1388, 197
1015, 1388, 197
1020, 1388, 200
1025, 1388, 200
1030, 1388, 200
1035, 1388, 197
1040, 1388, 197
1045, 1388, 197
1050, 1378, 200
1055, 1388, 200
1060, 1388, 200
1065, 1388, 200
1070, 1378, 200
1075, 1388, 200
1080, 1378, 200
1085, 1378, 200
1090, 1378, 200
1095, 1388, 200
1100, 1378, 200
1105, 1378, 200
1110, 1378, 200
1115, 1378, 200
1120, 1388, 200
1125, 1378, 200
1130, 1378, 197
1135, 1378, 200
1140, 1378, 200
1145, 1378, 200
1150, 1388, 200
1155, 1378, 200
1160, 1378, 197
1165, 1378, 200
1170, 1378, 200
1175, 1388, 200
1180, 1378, 197
1185, 1378, 200
1190, 1378, 197
1195, 1378, 197
1200, 1378, 197
1205, 1378, 200
1210, 1378, 197
1215, 1378, 197
1220, 1378, 197
1225, 1378, 197
1230, 1378, 200
1235, 1378, 197
1240, 1378, 197
1245, 1378, 197
1250, 1378, 197
1255, 1378, 197
1260, 1378, 197
1265, 1378, 200
1270, 1378, 197
1275, 1378, 197
1280, 1368, 197
1285, 1368, 197
1290, 1378, 197
1295, 1378, 200
1300, 1378, 197
1305, 1378, 197
1310, 1368, 197
1315, 1368, 200
1320, 1368, 200
1325, 1368, 200
1330, 1378, 200
1335, 1368, 200
1340, 1368, 200
1345, 1368, 200
1350, 1368, 200
1355, 1368, 200
1360, 1368, 200
1365, 1368, 200
1370, 1368, 200
1375, 1368, 200
1380, 1368, 200
1385, 1368, 200
1390, 1368, 197
1395, 1368, 200
1400, 1368, 197
1405, 1368, 200
1410, 1368, 200
1415, 1368, 200
1420, 1368, 197
1425, 1368, 200
1430, 1368, 197
1435, 1358, 200
1440, 1368, 197
1445, 1368, 200
1450, 1368, 197
1455, 1368, 197
1460, 1358, 197
1465, 1368, 197
1470, 1368, 197
1475, 1368, 197
1480, 1368, 197
1485, 1368, 197
1490, 1368, 197
1495, 1358, 197
1500, 1368, 197
1505, 1368, 197
1510, 1368, 197
1515, 1368, 197
1520, 1358, 197
1525, 1368, 197
1530, 1368, 200
1535, 1358, 200
1540, 1358, 197
1545, 1368, 197
1550, 1358, 197
1555, 1358, 200
1560, 1358, 200
1565, 1368, 200
1570, 1368, 197
1575, 1358, 200
1580, 1358, 200
1585, 1358, 200
1590, 1358, 197
1595, 1358, 200
1600, 1358, 200
1605, 1358, 200
1610, 1358, 200
1615, 1358, 200
1620, 1358, 200
1625, 1358, 200
1630, 1358, 197
1635, 1358, 200
1640, 1358, 200
