10, 1446, 400
15, 1446, 403
20, 1446, 400
25, 1446, 400
30, 1436, 400
35, 1436, 400
40, 1427, 400
45, 1427, 403
50, 1427, 400
55, 1427, 400
60, 1427, 403
65, 1427, 398
70, 1417, 403
75, 1417, 403
80, 1417, 400
85, 1417, 400
90, 1417, 400
95, 1417, 400
100, 1407, 405
105, 1407, 403
110, 1407, 400
115, 1407, 400
120, 1407, 400
125, 1407, 403
130, 1407, 403
135, 1407, 403
140, 1407, 400
145, 1397, 403
150, 1397, 403
155, 1397, 400
160, 1407, 403
165, 1397, 403
170, 1407, 398
175, 1397, 398
180, 1397, 400
185, 1397, 400
190, 1397, 400
195, 1397, 400
200, 1397, 398
205, 1397, 398
210, 1397, 398
215, 1388, 400
220, 1397, 400
225, 1388, 400
230, 1388, 400
235, 1388, 398
240, 1388, 400
245, 1388, 398
250, 1388, 400
255, 1388, 403
260, 1388, 400
265, 1388, 398
270, 1388, 400
275, 1378, 400
280, 1378, 400
285, 1378, 403
290, 1388, 400
295, 1378, 400
300, 1378, 403
305, 1378, 398
310, 1378, 400
315, 1378, 403
320, 1368, 400
325, 1368, 400
330, 1368, 400
335, 1368, 403
340, 1368, 403
345, 1368, 403
350, 1368, 400
355, 1368, 400
360, 1368, 403
365, 1358, 403
370, 1368, 400
375, 1368, 403
380, 1368, 400
385, 1358, 400
390, 1358, 403
395, 1358, 400
400, 1368, 400
405, 1368, 403
410, 1368, 400
415, 1358, 400
420, 1358, 400
425, 1358, 403
430, 1358, 403
435, 1358, 400
440, 1358, 398
445, 1358, 398
450, 1358, 398
455, 1358, 400
460, 1358, 400
465, 1358, 400
470, 1358, 400
475, 1358, 398
480, 1348, 400
485, 1348, 400
490, 1348, 403
495, 1358, 400
500, 1358, 398
505, 1358, 398
510, 1348, 398
515, 1348, 400
520, 1348, 400
525, 1348, 403
530, 1348, 400
535, 1348, 400
540, 1348, 400
545, 1348, 398
550, 1339, 400
555, 1348, 403
560, 1339, 400
565, 1339, 400
570, 1339, 403
575, 1339, 403
580, 1339, 400
585, 1339, 403
590, 1339, 400
595, 1339, 400
600, 1339, 403
605, 1339, 400
610, 1339, 400
615, 1339, 400
620, 1329, 400
625, 1329, 403
630, 1329, 403
635, 1329, 403
640, 1339, 400
645, 1339, 400
650, 1329, 400
655, 1329, 400
660, 1329, 403
665, 1329, 403
670, 1329, 400
675, 1339, 400
680, 1329, 398
685, 1329, 400
690, 1329, 403
695, 1329, 398
700, 1329, 400
705, 1329, 400
710, 1329, 398
715, 1329, 398
720, 1329, 398
725, 1329, 400
730, 1329, 400
735, 1329, 400
740, 1329, 398
745, 1329, 398
750, 1319, 400
755, 1319, 400
760, 1329, 400
765, 1329, 400
770, 1329, 400
775, 1319, 398
780, 1319, 400
785, 1319, 400
790, 1319, 400
795, 1319, 403
800, 1319, 400
805, 1319, 400
810, 1319, 400
815, 1319, 403
820, 1319, 400
825, 1319, 403
830, 1309, 400
835, 1309, 400
840, 1309, 403
845, 1309, 400
850, 1309, 400
855, 1309, 403
860, 1309, 400
865, 1309, 403
870, 1309, 403
